Frame,License_Plate_Text,Char_X1,Char_Y1,Char_X2,Char_Y2,Char_Label
52,3A4D17,1005,234,1039,287,4
52,3A4D17,1051,231,1086,285,D
52,3A4D17,1078,230,1106,283,1
52,3A4D17,1059,281,1097,336,7
52,H3768,481,320,518,387,H
52,H3768,510,317,548,382,3
52,H3768,429,386,484,456,7
52,H3768,476,386,521,451,6
52,H3768,516,383,561,447,8
53,WH3768,473,322,511,390,W
53,WH3768,474,322,511,389,H
53,WH3768,502,319,540,384,3
53,WH3768,422,389,476,458,7
53,WH3768,468,388,515,452,6
53,WH3768,510,385,554,448,8
53,34D1,974,237,1005,288,3
53,34D1,997,236,1032,286,4
53,34D1,1047,231,1079,285,D
53,34D1,1073,230,1099,283,1
54,H3768,465,325,504,392,H
54,H3768,494,322,533,388,3
54,H3768,411,389,471,461,7
54,H3768,459,390,508,455,6
54,H3768,499,387,547,452,8
54,3,966,237,999,290,3
55,H3768,465,325,504,392,H
55,H3768,494,322,533,388,3
55,H3768,411,389,471,461,7
55,H3768,459,390,508,455,6
55,H3768,499,387,547,452,8
55,3,966,237,999,290,3
56,3A41,950,242,983,295,3
56,3A41,973,240,1009,294,A
56,3A41,973,241,1009,294,4
56,3A41,1047,236,1076,289,1
56,H3768,443,332,483,400,H
56,H3768,473,328,514,395,3
56,H3768,393,400,449,469,7
56,H3768,439,398,489,464,6
56,H3768,481,394,526,459,8
57,3H3768,348,346,393,414,3
57,3H3768,437,338,476,405,H
57,3H3768,466,333,505,402,3
57,3H3768,390,408,441,475,7
57,3H3768,432,404,478,469,6
57,3H3768,475,401,520,464,8
57,34A173,943,247,977,300,3
57,34A173,967,247,1004,299,4
57,34A173,968,246,1003,299,A
57,34A173,1040,237,1071,295,1
57,34A173,1026,293,1061,346,7
57,34A173,1052,293,1085,344,3
58,34A1157,938,250,970,301,3
58,34A1157,961,249,996,300,4
58,34A1157,962,248,995,300,A
58,34A1157,1034,242,1064,296,1
58,34A1157,920,300,956,351,1
58,34A1157,948,296,991,351,5
58,34A1157,1017,294,1054,348,7
58,3HW3768,339,349,388,416,3
58,3HW3768,428,340,467,408,H
58,3HW3768,428,340,467,408,W
58,3HW3768,458,337,495,403,3
58,3HW3768,381,409,433,476,7
58,3HW3768,423,406,472,471,6
58,3HW3768,465,403,509,465,8
59,34AD1573,932,250,962,301,3
59,34AD1573,956,247,989,299,4
59,34AD1573,956,247,988,299,A
59,34AD1573,1002,245,1036,298,D
59,34AD1573,1028,241,1058,296,1
59,34AD1573,942,294,984,351,5
59,34AD1573,1011,293,1047,347,7
59,34AD1573,1037,293,1074,345,3
59,3H3768,330,348,379,414,3
59,3H3768,418,339,459,406,H
59,3H3768,449,335,486,401,3
59,3H3768,371,408,424,475,7
59,3H3768,414,405,464,470,6
59,3H3768,456,401,501,464,8
60,34AD1573,932,249,962,300,3
60,34AD1573,956,247,989,299,4
60,34AD1573,956,247,988,299,A
60,34AD1573,1002,245,1037,298,D
60,34AD1573,1027,241,1058,296,1
60,34AD1573,942,294,983,351,5
60,34AD1573,1011,293,1047,347,7
60,34AD1573,1037,293,1074,345,3
60,3WH3768,330,348,380,414,3
60,3WH3768,417,339,459,407,W
60,3WH3768,418,339,459,406,H
60,3WH3768,449,335,486,401,3
60,3WH3768,372,408,424,475,7
60,3WH3768,414,405,463,469,6
60,3WH3768,456,401,500,464,8
61,313,915,248,951,303,3
61,313,1012,241,1046,296,1
61,313,1018,287,1064,346,3
61,376S,421,329,471,396,3
61,376S,342,394,404,466,7
61,376S,389,393,445,462,6
61,376S,428,385,483,459,S
62,33,904,243,940,296,3
62,33,1008,282,1053,339,3
62,3768,406,319,456,390,3
62,3768,327,389,392,462,7
62,3768,375,386,433,456,6
62,3768,414,377,472,454,8
63,3768,395,318,443,387,3
63,3768,316,385,379,461,7
63,3768,362,386,421,454,6
63,3768,402,380,459,451,8
63,33,896,242,928,293,3
63,33,999,286,1037,336,3
64,313,886,239,917,292,3
64,313,984,233,1011,285,1
64,313,991,282,1028,335,3
64,333768,256,325,319,400,3
64,333768,270,330,318,398,3
64,333768,385,316,430,384,3
64,333768,302,382,368,458,7
64,333768,351,383,405,452,6
64,333768,391,374,444,449,8
65,313,886,239,917,292,3
65,313,984,233,1011,285,1
65,313,991,282,1028,335,3
65,333768,256,325,319,400,3
65,333768,270,330,318,398,3
65,333768,385,316,430,384,3
65,333768,302,382,368,458,7
65,333768,351,383,405,452,6
65,333768,391,374,444,449,8
66,3768,360,306,411,378,3
66,3768,284,378,344,450,7
66,3768,329,376,384,445,6
66,3768,369,367,428,441,8
66,33,867,230,903,285,3
66,33,973,274,1016,328,3
67,378,346,305,398,377,3
67,378,269,377,333,450,7
67,378,354,367,412,440,8
67,33,857,231,893,285,3
67,33,961,273,1004,328,3
68,378,330,309,383,376,3
68,378,261,379,319,450,7
68,378,341,369,398,442,8
68,33,845,232,880,285,3
68,33,951,273,992,327,3
69,378,316,304,374,375,3
69,378,244,374,309,451,7
69,378,330,363,390,440,8
69,33,836,227,871,283,3
69,33,943,271,988,324,3
70,33,828,228,861,282,3
70,33,932,269,973,323,3
70,3768,303,305,361,375,3
70,3768,235,373,297,449,7
70,3768,279,373,336,443,6
70,3768,317,362,374,440,8
71,3,815,229,849,284,3
71,3768,285,302,352,374,3
71,3768,223,374,281,447,7
71,3768,263,373,325,442,6
71,3768,302,361,362,439,8
72,3,805,227,837,281,3
72,368,267,289,339,373,3
72,368,248,368,313,443,6
72,368,285,359,351,440,8
73,3,805,227,838,280,3
73,3768,269,303,334,374,3
73,3768,205,371,268,446,7
73,3768,249,370,311,442,6
73,3768,286,359,350,439,8
74,3,786,229,819,280,3
74,368,249,306,314,380,3
74,368,227,375,290,447,6
74,368,265,364,328,443,8
75,3Y68,234,294,303,377,3
75,3Y68,167,374,232,453,Y
75,3Y68,213,374,274,447,6
75,3Y68,250,361,313,442,8
75,33,775,226,809,279,3
75,33,879,267,927,320,3
76,Y68,167,374,232,453,Y
76,Y68,214,375,273,447,6
76,Y68,251,363,314,442,8
76,33,775,226,809,279,3
76,33,879,267,927,320,3
77,3268,227,306,291,379,3
77,3268,227,306,292,379,2
77,3268,201,375,266,447,6
77,3268,240,365,304,443,8
77,3,764,224,800,278,3
78,3768,213,307,276,381,3
78,3768,140,379,207,459,7
78,3768,188,377,252,449,6
78,3768,228,366,289,446,8
78,33,753,224,789,279,3
78,33,858,264,904,318,3
79,68,170,375,238,450,6
79,68,211,364,275,445,8
79,3,739,222,778,279,3
80,768,110,377,175,458,7
80,768,156,379,219,449,6
80,768,198,369,258,445,8
80,33,727,220,764,273,3
80,33,832,258,876,312,3
81,3768,174,306,229,381,3
81,3768,104,382,162,459,7
81,3768,145,378,210,453,6
81,3768,185,370,247,448,8
81,3A13,720,220,753,271,3
81,3A13,739,217,779,271,A
81,3A13,812,209,844,263,1
81,3A13,825,258,864,311,3
82,3A413,702,218,732,269,3
82,3A413,723,216,758,265,A
82,3A413,725,216,758,266,4
82,3A413,793,207,824,260,1
82,3A413,807,256,843,308,3
82,37168,142,311,201,390,3
82,37168,77,384,138,464,7
82,37168,77,386,137,463,1
82,37168,121,378,188,456,6
82,37168,160,372,219,451,8
83,3A413,701,218,732,269,3
83,3A413,723,216,757,265,A
83,3A413,724,216,757,267,4
83,3A413,793,206,822,259,1
83,3A413,807,255,843,307,3
83,37168,141,311,201,390,3
83,37168,77,384,138,464,7
83,37168,77,385,137,463,1
83,37168,121,378,188,456,6
83,37168,160,372,219,451,8
84,88176,52,327,98,398,8
84,88176,153,372,211,453,8
84,88176,29,393,86,467,1
84,88176,65,387,129,465,7
84,88176,112,379,180,457,6
84,3A4135,694,218,724,269,3
84,3A4135,716,216,750,265,A
84,3A4135,717,216,749,266,4
84,3A4135,786,206,816,260,1
84,3A4135,799,256,836,308,3
84,3A4135,707,263,747,318,5
85,766,56,387,118,465,7
85,766,100,374,169,458,6
85,766,140,372,204,453,6
85,313,682,217,716,269,3
85,313,775,205,806,258,1
85,313,789,254,827,308,3
86,3,777,251,818,305,3
86,26,42,388,102,466,2
86,26,81,373,152,459,6
87,2,30,392,85,469,2
88,202,64,313,143,398,2
88,202,15,398,71,477,0
88,202,17,397,73,475,2
89,206,41,318,120,407,2
89,206,0,402,49,480,0
89,206,34,389,97,474,6
90,26,28,321,106,405,2
90,26,20,394,83,475,6
93,3,589,215,621,268,3
94,31,583,217,612,269,3
94,31,672,204,704,257,1
94,174,994,347,1023,391,1
94,174,1032,344,1069,391,7
94,174,1084,300,1125,385,4
95,341,574,219,603,270,3
95,341,597,217,631,269,4
95,341,663,206,694,259,1
95,1674,988,347,1014,392,1
95,1674,1007,347,1037,392,6
95,1674,1028,345,1060,391,7
95,1674,1076,297,1117,385,4
95,6,0,386,55,467,6
96,3413151,565,220,594,271,3
96,3413151,588,217,619,269,4
96,3413151,655,206,683,259,1
96,3413151,670,255,708,308,3
96,3413151,559,272,587,323,1
96,3413151,584,264,617,319,5
96,3413151,644,257,681,313,1
96,1367K1,983,346,1006,391,1
96,1367K1,995,302,1020,346,3
96,1367K1,1001,345,1030,390,6
96,1367K1,1022,342,1050,389,7
96,1367K1,1049,298,1075,345,K
96,1367K1,1068,297,1088,343,1
97,3413151,565,220,593,271,3
97,3413151,587,217,619,269,4
97,3413151,654,207,683,260,1
97,3413151,671,256,708,309,3
97,3413151,559,272,588,323,1
97,3413151,584,265,618,319,5
97,3413151,645,258,681,313,1
97,1367K1,981,345,1006,391,1
97,1367K1,996,302,1018,346,3
97,1367K1,1002,345,1029,390,6
97,1367K1,1021,342,1052,389,7
97,1367K1,1047,296,1076,345,K
97,1367K1,1067,297,1088,344,1
98,34131517,557,219,588,271,3
98,34131517,579,217,614,268,4
98,34131517,647,206,676,260,1
98,34131517,664,255,700,308,3
98,34131517,550,271,582,323,1
98,34131517,576,265,612,319,5
98,34131517,638,257,675,313,1
98,34131517,638,257,674,313,7
98,1367K1,976,344,1001,390,1
98,1367K1,990,302,1012,346,3
98,1367K1,995,345,1024,389,6
98,1367K1,1014,341,1048,388,7
98,1367K1,1043,297,1071,345,K
98,1367K1,1062,297,1100,372,1
99,34D1315A17,551,219,580,271,3
99,34D1315A17,574,216,605,267,4
99,34D1315A17,618,208,649,263,D
99,34D1315A17,641,205,669,258,1
99,34D1315A17,657,254,691,306,3
99,34D1315A17,544,272,574,322,1
99,34D1315A17,570,266,604,318,5
99,34D1315A17,599,263,633,314,A
99,34D1315A17,632,256,667,312,1
99,34D1315A17,632,256,666,313,7
99,1367K,966,341,996,389,1
99,1367K,983,298,1007,344,3
99,1367K,988,342,1019,387,6
99,1367K,1007,339,1042,386,7
99,1367K,1036,294,1068,342,K
100,34171315,544,220,574,272,3
100,34171315,567,217,601,270,4
100,34171315,625,256,661,313,1
100,34171315,626,256,661,313,7
100,34171315,634,206,663,259,1
100,34171315,650,254,686,308,3
100,34171315,539,273,569,324,1
100,34171315,563,267,599,320,5
100,1367K,963,343,989,389,1
100,1367K,977,299,1002,343,3
100,1367K,984,342,1012,388,6
100,1367K,1004,339,1034,385,7
100,1367K,1032,294,1059,342,K
101,35,522,224,557,277,3
101,35,539,268,581,326,5
101,K167,1004,286,1045,344,K
101,K167,942,341,973,389,1
101,K167,961,341,997,388,6
101,K167,984,341,1021,387,7
102,35,522,224,557,277,3
102,35,539,268,581,326,5
102,K167,1004,286,1045,344,K
102,K167,942,341,973,389,1
102,K167,962,341,997,388,6
102,K167,984,341,1021,387,7
103,3A115,516,225,546,276,3
103,3A115,536,220,574,273,A
103,3A115,605,210,639,264,1
103,3A115,508,276,542,329,1
103,3A115,535,270,574,325,5
103,167,936,342,966,388,1
103,167,956,342,989,389,6
103,167,976,341,1012,387,7
104,3T135,504,224,540,276,3
104,3T135,596,207,633,261,T
104,3T135,596,207,633,261,1
104,3T135,612,256,654,310,3
104,3T135,525,265,568,323,5
104,16,930,338,958,384,1
104,16,950,339,980,384,6
105,1353,488,271,524,326,1
105,1353,492,222,528,275,3
105,1353,515,264,556,323,5
105,1353,602,254,643,309,3
105,67,940,336,971,382,6
105,67,961,334,994,380,7
106,356,468,215,507,268,3
106,356,491,255,537,316,5
106,356,580,243,624,302,6
106,6,920,326,953,374,6
107,356,468,215,507,268,3
107,356,491,256,538,316,5
107,356,580,243,624,301,6
107,6,920,326,954,374,6
108,53,479,253,528,315,5
108,53,568,240,611,299,3
109,3153,442,206,484,262,3
109,3153,540,188,578,245,1
109,3153,467,250,509,311,5
109,3153,562,239,600,294,3
109,136,882,317,909,363,1
109,136,893,274,919,320,3
109,136,902,317,934,362,6
110,31153,436,205,475,260,3
110,31153,534,185,570,241,1
110,31153,433,257,473,314,1
110,31153,461,250,504,309,5
110,31153,553,236,595,294,3
110,136,877,311,904,358,1
110,136,888,269,912,314,3
110,136,897,311,929,356,6
111,135,422,253,463,312,1
111,135,424,205,470,260,3
111,135,451,246,495,307,5
111,6K1,889,306,919,353,6
111,6K1,933,256,967,304,K
111,6K1,869,307,896,354,1
112,31A1FT315A,402,203,444,258,3
112,31A1FT315A,427,195,471,253,1
112,31A1FT315A,428,196,472,252,A
112,31A1FT315A,494,234,536,293,1
112,31A1FT315A,495,233,535,293,F
112,31A1FT315A,502,184,538,238,T
112,31A1FT315A,521,231,564,288,3
112,31A1FT315A,403,254,441,313,1
112,31A1FT315A,431,245,473,306,5
112,31A1FT315A,462,241,504,298,A
112,36FK91,862,257,887,303,3
112,36FK91,872,299,902,344,6
112,36FK91,891,296,921,342,F
112,36FK91,916,249,944,298,K
112,36FK91,923,288,950,337,9
112,36FK91,852,300,879,346,1
113,31A1F315,401,199,444,258,3
113,31A1F315,427,194,471,253,1
113,31A1F315,427,195,472,252,A
113,31A1F315,494,233,536,293,1
113,31A1F315,495,233,536,292,F
113,31A1F315,519,228,565,288,3
113,31A1F315,404,254,441,313,1
113,31A1F315,431,245,473,306,5
113,36K91,862,257,887,303,3
113,36K91,871,298,903,344,6
113,36K91,915,249,945,298,K
113,36K91,921,289,951,337,9
113,36K91,853,300,879,346,1
114,353,388,203,435,260,3
114,353,417,243,469,306,5
114,353,508,230,559,289,3
114,367K,854,255,880,302,3
114,367K,864,295,895,342,6
114,367K,884,292,917,341,7
114,367K,907,246,937,295,K
115,6K,854,293,885,339,6
115,6K,895,243,929,291,K
115,3153,374,203,424,259,3
115,3153,376,252,420,310,1
115,3153,406,243,457,307,5
115,3153,496,226,547,288,3
116,36F7K9,836,250,861,296,3
116,36F7K9,847,292,877,339,6
116,36F7K9,865,290,898,337,F
116,36F7K9,866,290,900,337,7
116,36F7K9,890,242,918,289,K
116,36F7K9,899,282,926,330,9
116,3AL10D1T31541,367,202,409,258,3
116,3AL10D1T31541,395,194,437,252,A
116,3AL10D1T31541,395,195,438,253,L
116,3AL10D1T31541,395,195,438,253,1
116,3AL10D1T31541,441,184,481,245,0
116,3AL10D1T31541,442,184,481,245,D
116,3AL10D1T31541,467,179,507,238,1
116,3AL10D1T31541,468,180,508,237,T
116,3AL10D1T31541,490,229,533,288,3
116,3AL10D1T31541,368,255,409,314,1
116,3AL10D1T31541,398,248,439,308,5
116,3AL10D1T31541,430,241,472,299,4
116,3AL10D1T31541,463,232,503,293,1
117,31135,357,203,403,260,3
117,31135,454,229,497,294,1
117,31135,459,180,500,237,1
117,31135,481,227,526,289,3
117,31135,389,246,434,308,5
117,136TKX,819,291,850,341,1
117,136TKX,828,248,855,297,3
117,136TKX,839,288,873,337,6
117,136TKX,860,285,898,336,T
117,136TKX,881,241,913,289,K
117,136TKX,882,241,912,289,X
118,36K1,820,248,846,296,3
118,36K1,831,287,865,337,6
118,36K1,872,237,911,289,K
118,36K1,810,290,841,340,1
118,135,446,179,491,238,1
118,135,467,226,518,290,3
118,135,377,244,425,310,5
125,340D115A413,227,212,271,274,3
125,340D115A413,257,204,300,267,4
125,340D115A413,306,195,347,257,0
125,340D115A413,307,194,347,257,D
125,340D115A413,334,186,374,250,1
125,340D115A413,227,268,274,333,1
125,340D115A413,261,261,306,326,5
125,340D115A413,295,254,337,317,A
125,340D115A413,295,254,337,317,4
125,340D115A413,332,243,373,309,1
125,340D115A413,363,239,405,302,3
125,35K91167,738,252,761,298,3
125,35K91167,754,248,782,295,5
125,35K91167,792,242,819,291,K
125,35K91167,803,284,829,331,9
125,35K91167,811,239,834,287,1
125,35K91167,730,298,757,346,1
125,35K91167,750,296,778,342,6
125,35K91167,772,290,801,338,7
126,340D1154A13,227,212,270,274,3
126,340D1154A13,257,204,301,267,4
126,340D1154A13,306,195,347,258,0
126,340D1154A13,307,194,347,257,D
126,340D1154A13,334,186,374,250,1
126,340D1154A13,229,268,274,333,1
126,340D1154A13,261,261,305,326,5
126,340D1154A13,295,253,337,317,4
126,340D1154A13,295,254,337,317,A
126,340D1154A13,332,243,374,310,1
126,340D1154A13,364,239,404,302,3
126,35K91167,738,252,761,297,3
126,35K91167,754,248,783,295,5
126,35K91167,792,242,819,291,K
126,35K91167,802,284,829,331,9
126,35K91167,810,239,834,287,1
126,35K91167,730,298,757,346,1
126,35K91167,750,297,778,342,6
126,35K91167,772,290,801,339,7
127,30D15A1F3,214,211,265,279,3
127,30D15A1F3,295,194,341,260,0
127,30D15A1F3,296,193,341,260,D
127,30D15A1F3,324,185,370,252,1
127,30D15A1F3,249,259,299,329,5
127,30D15A1F3,285,253,333,318,A
127,30D15A1F3,322,244,367,311,1
127,30D15A1F3,323,243,367,310,F
127,30D15A1F3,354,239,400,306,3
127,37K116,730,253,756,299,3
127,37K116,763,289,799,339,7
127,37K116,784,242,816,293,K
127,37K116,803,239,830,289,1
127,37K116,721,296,752,346,1
127,37K116,743,294,774,342,6
128,K1,770,239,819,296,K
128,K1,707,298,744,350,1
128,5F,228,260,292,334,5
128,5F,300,243,359,316,F
129,71,695,302,731,356,7
129,71,695,303,731,357,1
129,T,282,248,339,319,T
130,2K,670,240,709,358,2
130,2K,745,243,796,305,K
130,5,193,271,257,349,5
131,5F3,182,276,242,351,5
131,5F3,250,258,311,332,F
131,5F3,289,259,347,323,3
132,1Y5A113,237,208,290,279,1
132,1Y5A113,116,295,185,365,Y
132,1Y5A113,157,287,214,360,5
132,1Y5A113,193,273,253,350,A
132,1Y5A113,194,275,252,350,1
132,1Y5A113,231,267,285,341,1
132,1Y5A113,265,265,325,332,3
132,K1167,720,256,757,311,K
132,K1167,742,252,772,308,1
132,K1167,656,313,695,369,1
132,K1167,681,309,714,362,6
132,K1167,700,307,742,359,7
133,15A113,237,208,290,278,1
133,15A113,157,287,214,360,5
133,15A113,192,273,253,350,A
133,15A113,193,275,252,350,1
133,15A113,231,267,285,341,1
133,15A113,265,265,325,332,3
133,K11Y7,721,259,756,312,K
133,K11Y7,743,255,771,308,1
133,K11Y7,656,313,696,369,1
133,K11Y7,658,313,698,368,Y
133,K11Y7,698,307,741,358,7
134,154A13,222,211,278,282,1
134,154A13,144,290,201,364,5
134,154A13,180,281,239,352,4
134,154A13,181,279,240,352,A
134,154A13,221,271,274,343,1
134,154A13,253,268,313,335,3
134,K1,712,258,749,313,K
134,K1,649,315,685,369,1
135,115A413,211,212,265,284,1
135,115A413,86,300,154,371,1
135,115A413,128,291,189,365,5
135,115A413,168,281,227,355,A
135,115A413,169,283,228,355,4
135,115A413,209,272,264,346,1
135,115A413,241,268,301,337,3
135,K17T,701,252,746,313,K
135,K17T,640,315,675,369,1
135,K17T,685,309,725,362,7
135,K17T,686,309,724,361,T
136,11Y15A4713,199,211,253,329,1
136,11Y15A4713,200,213,253,284,1
136,11Y15A4713,201,213,253,283,Y
136,11Y15A4713,80,301,140,372,1
136,11Y15A4713,117,292,175,366,5
136,11Y15A4713,154,282,215,358,A
136,11Y15A4713,155,282,216,357,4
136,11Y15A4713,196,273,249,345,7
136,11Y15A4713,197,273,249,346,1
136,11Y15A4713,230,268,287,338,3
136,37K1,641,274,671,325,3
136,37K1,676,311,717,363,7
136,37K1,697,261,734,314,K
136,37K1,633,318,666,371,1
137,3D115A4713,66,241,124,315,3
137,3D115A4713,155,219,208,289,D
137,3D115A4713,189,211,240,281,1
137,3D115A4713,73,302,127,374,1
137,3D115A4713,107,293,162,366,5
137,3D115A4713,144,282,199,354,A
137,3D115A4713,144,284,202,356,4
137,3D115A4713,186,272,238,345,7
137,3D115A4713,187,273,238,345,1
137,3D115A4713,221,268,275,336,3
137,35K91167,635,272,662,321,3
137,35K91167,653,269,685,318,5
137,35K91167,694,262,723,313,K
137,35K91167,702,303,735,354,9
137,35K91167,713,259,737,309,1
137,35K91167,629,319,658,369,1
137,35K91167,651,317,679,365,6
137,35K91167,673,310,705,360,7
138,35K915F167,624,273,651,322,3
138,35K915F167,642,270,674,319,5
138,35K915F167,683,262,712,313,K
138,35K915F167,693,305,726,356,9
138,35K915F167,701,258,726,310,1
138,35K915F167,713,302,748,351,5
138,35K915F167,714,302,748,351,F
138,35K915F167,618,322,647,371,1
138,35K915F167,641,319,669,366,6
138,35K915F167,663,312,695,362,7
138,31D115A413,49,243,106,316,3
138,31D115A413,82,236,138,308,1
138,31D115A413,139,222,191,293,D
138,31D115A413,172,212,226,285,1
138,31D115A413,56,306,110,377,1
138,31D115A413,90,295,145,370,5
138,31D115A413,126,285,186,359,A
138,31D115A413,127,287,189,360,4
138,31D115A413,170,276,223,349,1
138,31D115A413,203,271,261,339,3
139,35K91F167,624,273,651,322,3
139,35K91F167,642,270,674,319,5
139,35K91F167,683,261,712,313,K
139,35K91F167,693,305,725,356,9
139,35K91F167,702,258,726,310,1
139,35K91F167,713,301,748,352,F
139,35K91F167,618,322,647,371,1
139,35K91F167,641,319,669,366,6
139,35K91F167,663,312,695,362,7
139,3D115A413,48,244,106,315,3
139,3D115A413,139,222,192,293,D
139,3D115A413,172,212,227,285,1
139,3D115A413,56,306,110,377,1
139,3D115A413,89,294,145,370,5
139,3D115A413,126,285,185,359,A
139,3D115A413,127,287,188,360,4
139,3D115A413,170,276,223,349,1
139,3D115A413,203,271,262,338,3
140,35K91F54167,618,272,647,322,3
140,35K91F54167,637,268,670,319,5
140,35K91F54167,677,260,708,312,K
140,35K91F54167,690,303,721,355,9
140,35K91F54167,697,257,722,309,1
140,35K91F54167,709,300,744,350,F
140,35K91F54167,709,301,744,350,5
140,35K91F54167,612,321,643,370,4
140,35K91F54167,614,321,643,369,1
140,35K91F54167,637,318,666,366,6
140,35K91F54167,658,312,690,361,7
140,301154173,42,245,98,319,3
140,301154173,131,223,183,294,0
140,301154173,164,213,217,285,1
140,301154173,50,307,102,376,1
140,301154173,83,295,138,369,5
140,301154173,121,285,177,359,4
140,301154173,163,276,215,350,1
140,301154173,163,276,214,349,7
140,301154173,198,272,253,340,3
141,34DA1115413,35,249,92,322,3
141,34DA1115413,68,241,126,312,4
141,34DA1115413,123,225,176,298,D
141,34DA1115413,154,214,209,290,A
141,34DA1115413,154,215,210,289,1
141,34DA1115413,155,242,210,355,1
141,34DA1115413,44,311,99,384,1
141,34DA1115413,77,300,133,375,5
141,34DA1115413,115,291,173,363,4
141,34DA1115413,158,280,208,353,1
141,34DA1115413,190,275,248,343,3
141,35K91F54167,614,272,643,322,3
141,35K91F54167,632,269,667,319,5
141,35K91F54167,671,260,705,313,K
141,35K91F54167,683,303,719,355,9
141,35K91F54167,691,257,720,307,1
141,35K91F54167,705,299,743,351,F
141,35K91F54167,705,299,743,350,5
141,35K91F54167,606,322,638,371,4
141,35K91F54167,609,321,637,370,1
141,35K91F54167,632,318,660,366,6
141,35K91F54167,654,311,687,361,7
142,301153413,27,251,84,328,3
142,301153413,113,229,167,304,0
142,301153413,146,221,197,292,1
142,301153413,34,317,88,389,1
142,301153413,67,304,125,382,5
142,301153413,67,304,125,382,3
142,301153413,106,295,163,368,4
142,301153413,148,284,200,358,1
142,301153413,180,279,243,347,3
142,3K9154167,607,272,637,323,3
142,3K9154167,666,259,699,313,K
142,3K9154167,676,303,712,356,9
142,3K9154167,686,256,714,309,1
142,3K9154167,699,298,736,348,5
142,3K9154167,600,322,633,372,4
142,3K9154167,603,321,633,371,1
142,3K9154167,625,318,655,366,6
142,3K9154167,647,312,682,363,7
143,35K91F16,604,272,632,321,3
143,35K91F16,622,266,656,317,5
143,35K91F16,660,257,696,310,K
143,35K91F16,674,298,710,356,9
143,35K91F16,680,253,712,304,1
143,35K91F16,694,295,734,351,F
143,35K91F16,599,319,628,370,1
143,35K91F16,618,316,652,366,6
143,340D1N15413,19,254,76,329,3
143,340D1N15413,52,248,108,319,4
143,340D1N15413,105,231,160,304,0
143,340D1N15413,106,230,160,304,D
143,340D1N15413,137,220,192,294,1
143,340D1N15413,206,205,247,349,N
143,340D1N15413,29,317,84,389,1
143,340D1N15413,62,305,119,382,5
143,340D1N15413,99,297,154,368,4
143,340D1N15413,139,284,196,357,1
143,340D1N15413,171,279,238,347,3
144,3KY46,591,266,624,321,3
144,3KY46,649,254,689,310,K
144,3KY46,668,251,706,302,Y
144,3KY46,585,316,623,369,4
144,3KY46,611,312,648,364,6
144,51,45,308,110,386,5
144,51,118,287,185,364,1
145,3Y46,591,268,623,321,3
145,3Y46,669,252,707,302,Y
145,3Y46,585,316,622,369,4
145,3Y46,611,311,647,364,6
145,51,45,308,110,386,5
145,51,119,287,185,364,1
146,16,576,317,608,370,1
146,16,597,311,634,364,6
146,5,25,302,91,388,5
147,316F,567,269,602,322,3
147,316F,567,316,599,369,1
147,316F,588,312,623,365,6
147,316F,611,305,649,360,F
147,AA15A4123,50,234,119,349,A
147,AA15A4123,54,235,118,312,A
147,AA15A4123,86,228,150,299,1
147,AA15A4123,12,316,77,391,5
147,AA15A4123,52,305,112,378,A
147,AA15A4123,53,301,111,379,4
147,AA15A4123,86,293,148,366,1
147,AA15A4123,129,281,198,356,2
147,AA15A4123,130,283,195,354,3
148,3K1167,560,269,594,322,3
148,3K1167,619,256,655,309,K
148,3K1167,641,252,672,303,1
148,3K1167,560,318,589,369,1
148,3K1167,582,315,613,365,6
148,3K1167,604,309,640,361,7
148,A01541234,45,238,103,314,A
148,A01541234,47,238,102,313,0
148,A01541234,78,230,133,299,1
148,A01541234,2,319,64,393,5
148,A01541234,44,311,98,380,4
148,A01541234,84,294,137,367,1
148,A01541234,119,282,183,357,2
148,A01541234,119,284,182,356,3
148,A01541234,119,284,182,357,4
149,35K91F54167,557,272,588,321,3
149,35K91F54167,576,266,613,318,5
149,35K91F54167,614,254,650,310,K
149,35K91F54167,628,298,665,352,9
149,35K91F54167,636,252,669,304,1
149,35K91F54167,652,295,690,349,F
149,35K91F54167,652,295,690,349,5
149,35K91F54167,652,295,689,349,4
149,35K91F54167,555,320,585,371,1
149,35K91F54167,577,316,608,365,6
149,35K91F54167,600,308,633,362,7
149,0154113,39,240,94,316,0
149,0154113,71,231,124,302,1
149,0154113,0,320,57,394,5
149,0154113,36,310,92,384,4
149,0154113,36,311,92,383,1
149,0154113,78,296,129,368,1
149,0154113,110,286,170,357,3
150,35K91F54167,553,272,584,321,3
150,35K91F54167,573,266,608,317,5
150,35K91F54167,611,255,646,310,K
150,35K91F54167,624,298,661,354,9
150,35K91F54167,633,252,664,303,1
150,35K91F54167,648,295,685,349,F
150,35K91F54167,648,295,685,349,5
150,35K91F54167,648,295,685,349,4
150,35K91F54167,550,320,580,371,1
150,35K91F54167,572,315,604,365,6
150,35K91F54167,595,308,630,362,7
150,0154113,33,239,88,315,0
150,0154113,64,229,120,302,1
150,0154113,0,286,50,392,5
150,0154113,30,312,89,383,4
150,0154113,31,311,89,383,1
150,0154113,72,296,125,370,1
150,0154113,107,287,167,358,3
151,3K91F4167,543,278,575,330,3
151,3K91F4167,603,263,638,318,K
151,3K91F4167,618,307,653,360,9
151,3K91F4167,625,260,654,312,1
151,3K91F4167,640,303,677,357,F
151,3K91F4167,640,303,677,359,4
